contact_email,contact_name,organization_name,dataset_title,dataset_url,node,property,value,severity,error_msg,pkg_type,checker_type,template
OpenData@sbb.ch,OpenData@sbb.ch,oevch,Teillinien SLNID (Fahrplanwechsel),https://ckan.opendata.swiss/dataset/teillinien-slnid-fahrplanwechsel,https://data.opentransportdata.swiss/dataset/f6717a72-ae8b-4070-ae29-a1c2f48fb84e/resource/a58fd04b-8cb7-4383-a5e7-712619f5079a,dct:license,NonCommercialAllowed-CommercialAllowed-ReferenceRequired,Violation,"Class 'dcat:Distribution' - Property 'dct:license': The license must be chosen from the controlled vocabulary available at:
	http://dcat-ap.ch/vocabulary/licenses.      
        See https://handbook.opendata.swiss/de/content/glossar/bibliothek/dcat-ap-ch.html#dct-license-dcat
        ",dcat,shacl,shaclchecker_error.html
OpenData@sbb.ch,OpenData@sbb.ch,oevch,Teillinien SLNID (Fahrplanwechsel),https://ckan.opendata.swiss/dataset/teillinien-slnid-fahrplanwechsel,https://data.opentransportdata.swiss/dataset/f6717a72-ae8b-4070-ae29-a1c2f48fb84e,dcat:landingPage,https://data.opentransportdata.swiss/dataset/slnid-subline-timetable-years,Warning,"Class 'dcat:Dataset' - Property 'dcat:landingPage': The landing page must be provided as an IRI.
        See https://handbook.opendata.swiss/de/content/glossar/bibliothek/dcat-ap-ch.html#dcat-landingpage-dcat
        ",dcat,shacl,shaclchecker_error.html
OpenData@sbb.ch,OpenData@sbb.ch,oevch,Teillinien SLNID (Fahrplanwechsel),https://ckan.opendata.swiss/dataset/teillinien-slnid-fahrplanwechsel,https://data.opentransportdata.swiss/dataset/f6717a72-ae8b-4070-ae29-a1c2f48fb84e/resource/4888bb9c-7171-42ef-be17-bf9537dd7401,dct:license,NonCommercialAllowed-CommercialAllowed-ReferenceRequired,Violation,"Class 'dcat:Distribution' - Property 'dct:license': The license must be chosen from the controlled vocabulary available at:
	http://dcat-ap.ch/vocabulary/licenses.      
        See https://handbook.opendata.swiss/de/content/glossar/bibliothek/dcat-ap-ch.html#dct-license-dcat
        ",dcat,shacl,shaclchecker_error.html
OpenData@sbb.ch,OpenData@sbb.ch,oevch,Teillinien SLNID (Fahrplanwechsel),https://ckan.opendata.swiss/dataset/teillinien-slnid-fahrplanwechsel,https://data.opentransportdata.swiss/dataset/f6717a72-ae8b-4070-ae29-a1c2f48fb84e/resource/2206ffa1-aae9-4844-a5ed-98ba33ff1ec1,dct:format,ZIP,Warning,"Class 'dcat:Distribution' - Property 'dct:format': The distribution format must be chosen from the controlled vocabulary available at:
        http://publications.europa.eu/resource/authority/file-type.
        See https://handbook.opendata.swiss/de/content/glossar/bibliothek/dcat-ap-ch.html#dct-format-dcat
        ",dcat,shacl,shaclchecker_error.html
OpenData@sbb.ch,OpenData@sbb.ch,oevch,Teillinien SLNID (Fahrplanwechsel),https://ckan.opendata.swiss/dataset/teillinien-slnid-fahrplanwechsel,https://data.opentransportdata.swiss/dataset/f6717a72-ae8b-4070-ae29-a1c2f48fb84e/resource/a58fd04b-8cb7-4383-a5e7-712619f5079a,dct:rights,NonCommercialAllowed-CommercialAllowed-ReferenceRequired,Warning,"Class 'dcat:Distribution' - Property '​dct:rights': The terms of use should now be provided under dct:license.
        The dct:rights property may only be used to specify one of the following three Creative Commons (CC) licenses:
	https://creativecommons.org/publicdomain/zero/1.0/,
	https://creativecommons.org/licenses/by/4.0/ or https://creativecommons.org/licenses/by-sa/4.0/.      
        See https://handbook.opendata.swiss/de/content/glossar/bibliothek/dcat-ap-ch.html#dct-rights-dcat
        ",dcat,shacl,shaclchecker_error.html
OpenData@sbb.ch,OpenData@sbb.ch,oevch,Teillinien SLNID (Fahrplanwechsel),https://ckan.opendata.swiss/dataset/teillinien-slnid-fahrplanwechsel,https://data.opentransportdata.swiss/dataset/f6717a72-ae8b-4070-ae29-a1c2f48fb84e/resource/4888bb9c-7171-42ef-be17-bf9537dd7401,dct:rights,NonCommercialAllowed-CommercialAllowed-ReferenceRequired,Warning,"Class 'dcat:Distribution' - Property '​dct:rights': The terms of use should now be provided under dct:license.
        The dct:rights property may only be used to specify one of the following three Creative Commons (CC) licenses:
	https://creativecommons.org/publicdomain/zero/1.0/,
	https://creativecommons.org/licenses/by/4.0/ or https://creativecommons.org/licenses/by-sa/4.0/.      
        See https://handbook.opendata.swiss/de/content/glossar/bibliothek/dcat-ap-ch.html#dct-rights-dcat
        ",dcat,shacl,shaclchecker_error.html
OpenData@sbb.ch,OpenData@sbb.ch,oevch,Teillinien SLNID (Fahrplanwechsel),https://ckan.opendata.swiss/dataset/teillinien-slnid-fahrplanwechsel,https://data.opentransportdata.swiss/dataset/f6717a72-ae8b-4070-ae29-a1c2f48fb84e/resource/c064b548-bf83-4cbf-b218-89a2e387c938,dct:license,NonCommercialAllowed-CommercialAllowed-ReferenceRequired,Violation,"Class 'dcat:Distribution' - Property 'dct:license': The license must be chosen from the controlled vocabulary available at:
	http://dcat-ap.ch/vocabulary/licenses.      
        See https://handbook.opendata.swiss/de/content/glossar/bibliothek/dcat-ap-ch.html#dct-license-dcat
        ",dcat,shacl,shaclchecker_error.html
OpenData@sbb.ch,OpenData@sbb.ch,oevch,Teillinien SLNID (Fahrplanwechsel),https://ckan.opendata.swiss/dataset/teillinien-slnid-fahrplanwechsel,https://data.opentransportdata.swiss/dataset/f6717a72-ae8b-4070-ae29-a1c2f48fb84e/resource/c064b548-bf83-4cbf-b218-89a2e387c938,dct:rights,NonCommercialAllowed-CommercialAllowed-ReferenceRequired,Warning,"Class 'dcat:Distribution' - Property '​dct:rights': The terms of use should now be provided under dct:license.
        The dct:rights property may only be used to specify one of the following three Creative Commons (CC) licenses:
	https://creativecommons.org/publicdomain/zero/1.0/,
	https://creativecommons.org/licenses/by/4.0/ or https://creativecommons.org/licenses/by-sa/4.0/.      
        See https://handbook.opendata.swiss/de/content/glossar/bibliothek/dcat-ap-ch.html#dct-rights-dcat
        ",dcat,shacl,shaclchecker_error.html
OpenData@sbb.ch,OpenData@sbb.ch,oevch,Teillinien SLNID (Fahrplanwechsel),https://ckan.opendata.swiss/dataset/teillinien-slnid-fahrplanwechsel,https://data.opentransportdata.swiss/dataset/f6717a72-ae8b-4070-ae29-a1c2f48fb84e,dct:accrualPeriodicity,freq:daily,Warning,"Class 'dcat:Dataset' - Property 'dct:accrualPeriodicity': The frequency must be selected from the controlled vocabulary available at:
        http://publications.europa.eu/resource/authority/frequency.
        See https://handbook.opendata.swiss/content/glossar/bibliothek/dcat-ap-ch.html#dcat-dataset-accrual-periodicity
        ",dcat,shacl,shaclchecker_error.html
OpenData@sbb.ch,OpenData@sbb.ch,oevch,Teillinien SLNID (Fahrplanwechsel),https://ckan.opendata.swiss/dataset/teillinien-slnid-fahrplanwechsel,https://data.opentransportdata.swiss/dataset/f6717a72-ae8b-4070-ae29-a1c2f48fb84e/resource/ec59749d-04cd-4227-bb04-5b5f488206d9,dct:format,ZIP,Warning,"Class 'dcat:Distribution' - Property 'dct:format': The distribution format must be chosen from the controlled vocabulary available at:
        http://publications.europa.eu/resource/authority/file-type.
        See https://handbook.opendata.swiss/de/content/glossar/bibliothek/dcat-ap-ch.html#dct-format-dcat
        ",dcat,shacl,shaclchecker_error.html
OpenData@sbb.ch,OpenData@sbb.ch,oevch,Teillinien SLNID (Fahrplanwechsel),https://ckan.opendata.swiss/dataset/teillinien-slnid-fahrplanwechsel,https://data.opentransportdata.swiss/dataset/f6717a72-ae8b-4070-ae29-a1c2f48fb84e/resource/4888bb9c-7171-42ef-be17-bf9537dd7401,dct:format,ZIP,Warning,"Class 'dcat:Distribution' - Property 'dct:format': The distribution format must be chosen from the controlled vocabulary available at:
        http://publications.europa.eu/resource/authority/file-type.
        See https://handbook.opendata.swiss/de/content/glossar/bibliothek/dcat-ap-ch.html#dct-format-dcat
        ",dcat,shacl,shaclchecker_error.html
OpenData@sbb.ch,OpenData@sbb.ch,oevch,Teillinien SLNID (Fahrplanwechsel),https://ckan.opendata.swiss/dataset/teillinien-slnid-fahrplanwechsel,https://data.opentransportdata.swiss/dataset/f6717a72-ae8b-4070-ae29-a1c2f48fb84e/resource/174481b1-ce4f-41c3-a72a-065b3afc2baf,dct:license,NonCommercialAllowed-CommercialAllowed-ReferenceRequired,Violation,"Class 'dcat:Distribution' - Property 'dct:license': The license must be chosen from the controlled vocabulary available at:
	http://dcat-ap.ch/vocabulary/licenses.      
        See https://handbook.opendata.swiss/de/content/glossar/bibliothek/dcat-ap-ch.html#dct-license-dcat
        ",dcat,shacl,shaclchecker_error.html
OpenData@sbb.ch,OpenData@sbb.ch,oevch,Teillinien SLNID (Fahrplanwechsel),https://ckan.opendata.swiss/dataset/teillinien-slnid-fahrplanwechsel,https://data.opentransportdata.swiss/dataset/f6717a72-ae8b-4070-ae29-a1c2f48fb84e/resource/a58fd04b-8cb7-4383-a5e7-712619f5079a,dct:format,ZIP,Warning,"Class 'dcat:Distribution' - Property 'dct:format': The distribution format must be chosen from the controlled vocabulary available at:
        http://publications.europa.eu/resource/authority/file-type.
        See https://handbook.opendata.swiss/de/content/glossar/bibliothek/dcat-ap-ch.html#dct-format-dcat
        ",dcat,shacl,shaclchecker_error.html
OpenData@sbb.ch,OpenData@sbb.ch,oevch,Teillinien SLNID (Fahrplanwechsel),https://ckan.opendata.swiss/dataset/teillinien-slnid-fahrplanwechsel,https://data.opentransportdata.swiss/dataset/f6717a72-ae8b-4070-ae29-a1c2f48fb84e/resource/174481b1-ce4f-41c3-a72a-065b3afc2baf,dct:rights,NonCommercialAllowed-CommercialAllowed-ReferenceRequired,Warning,"Class 'dcat:Distribution' - Property '​dct:rights': The terms of use should now be provided under dct:license.
        The dct:rights property may only be used to specify one of the following three Creative Commons (CC) licenses:
	https://creativecommons.org/publicdomain/zero/1.0/,
	https://creativecommons.org/licenses/by/4.0/ or https://creativecommons.org/licenses/by-sa/4.0/.      
        See https://handbook.opendata.swiss/de/content/glossar/bibliothek/dcat-ap-ch.html#dct-rights-dcat
        ",dcat,shacl,shaclchecker_error.html
OpenData@sbb.ch,OpenData@sbb.ch,oevch,Teillinien SLNID (Fahrplanwechsel),https://ckan.opendata.swiss/dataset/teillinien-slnid-fahrplanwechsel,https://data.opentransportdata.swiss/dataset/f6717a72-ae8b-4070-ae29-a1c2f48fb84e/resource/c064b548-bf83-4cbf-b218-89a2e387c938,dct:format,ZIP,Warning,"Class 'dcat:Distribution' - Property 'dct:format': The distribution format must be chosen from the controlled vocabulary available at:
        http://publications.europa.eu/resource/authority/file-type.
        See https://handbook.opendata.swiss/de/content/glossar/bibliothek/dcat-ap-ch.html#dct-format-dcat
        ",dcat,shacl,shaclchecker_error.html
OpenData@sbb.ch,OpenData@sbb.ch,oevch,Teillinien SLNID (Fahrplanwechsel),https://ckan.opendata.swiss/dataset/teillinien-slnid-fahrplanwechsel,https://data.opentransportdata.swiss/dataset/f6717a72-ae8b-4070-ae29-a1c2f48fb84e/resource/8d8ebf9e-181a-4c35-a87c-937cb954c79e,dct:license,NonCommercialAllowed-CommercialAllowed-ReferenceRequired,Violation,"Class 'dcat:Distribution' - Property 'dct:license': The license must be chosen from the controlled vocabulary available at:
	http://dcat-ap.ch/vocabulary/licenses.      
        See https://handbook.opendata.swiss/de/content/glossar/bibliothek/dcat-ap-ch.html#dct-license-dcat
        ",dcat,shacl,shaclchecker_error.html
OpenData@sbb.ch,OpenData@sbb.ch,oevch,Teillinien SLNID (Fahrplanwechsel),https://ckan.opendata.swiss/dataset/teillinien-slnid-fahrplanwechsel,https://data.opentransportdata.swiss/dataset/f6717a72-ae8b-4070-ae29-a1c2f48fb84e/resource/8d8ebf9e-181a-4c35-a87c-937cb954c79e,dct:rights,NonCommercialAllowed-CommercialAllowed-ReferenceRequired,Warning,"Class 'dcat:Distribution' - Property '​dct:rights': The terms of use should now be provided under dct:license.
        The dct:rights property may only be used to specify one of the following three Creative Commons (CC) licenses:
	https://creativecommons.org/publicdomain/zero/1.0/,
	https://creativecommons.org/licenses/by/4.0/ or https://creativecommons.org/licenses/by-sa/4.0/.      
        See https://handbook.opendata.swiss/de/content/glossar/bibliothek/dcat-ap-ch.html#dct-rights-dcat
        ",dcat,shacl,shaclchecker_error.html
OpenData@sbb.ch,OpenData@sbb.ch,oevch,Teillinien SLNID (Fahrplanwechsel),https://ckan.opendata.swiss/dataset/teillinien-slnid-fahrplanwechsel,https://data.opentransportdata.swiss/dataset/f6717a72-ae8b-4070-ae29-a1c2f48fb84e,dcat:theme,http://opendata.swiss/group/mobility,Warning,"Class 'dcat:Dataset' - Property 'dcat:theme': The theme must be selected from the controlled vocabulary available at:
        http://publications.europa.eu/resource/authority/data-theme.
        See https://handbook.opendata.swiss/de/content/glossar/bibliothek/dcat-ap-ch.html#dcat-theme-dcat
        ",dcat,shacl,shaclchecker_error.html
OpenData@sbb.ch,OpenData@sbb.ch,oevch,Teillinien SLNID (Fahrplanwechsel),https://ckan.opendata.swiss/dataset/teillinien-slnid-fahrplanwechsel,https://data.opentransportdata.swiss/dataset/f6717a72-ae8b-4070-ae29-a1c2f48fb84e/resource/580a2640-757e-407c-8326-990216120388,dct:license,NonCommercialAllowed-CommercialAllowed-ReferenceRequired,Violation,"Class 'dcat:Distribution' - Property 'dct:license': The license must be chosen from the controlled vocabulary available at:
	http://dcat-ap.ch/vocabulary/licenses.      
        See https://handbook.opendata.swiss/de/content/glossar/bibliothek/dcat-ap-ch.html#dct-license-dcat
        ",dcat,shacl,shaclchecker_error.html
OpenData@sbb.ch,OpenData@sbb.ch,oevch,Generalabonnement und Halbtax,https://ckan.opendata.swiss/dataset/ga-hta-liste,https://data.opentransportdata.swiss/dataset/6512b6f3-280e-43f8-b459-a5b9360fad17/resource/996f56c5-5147-40ff-9b38-4afe74e6d6bf,dct:license,NonCommercialAllowed-CommercialAllowed-ReferenceRequired,Violation,"Class 'dcat:Distribution' - Property 'dct:license': The license must be chosen from the controlled vocabulary available at:
	http://dcat-ap.ch/vocabulary/licenses.      
        See https://handbook.opendata.swiss/de/content/glossar/bibliothek/dcat-ap-ch.html#dct-license-dcat
        ",dcat,shacl,shaclchecker_error.html
OpenData@sbb.ch,OpenData@sbb.ch,oevch,Generalabonnement und Halbtax,https://ckan.opendata.swiss/dataset/ga-hta-liste,https://data.opentransportdata.swiss/dataset/6512b6f3-280e-43f8-b459-a5b9360fad17,dct:language,fr,Warning,"Class 'dcat:Dataset' - Property 'dct:language': The language must be selected from the controlled vocabulary available at:
        http://publications.europa.eu/resource/authority/language.
        See https://handbook.opendata.swiss/de/content/glossar/bibliothek/dcat-ap-ch.html#dcat-dataset-language
        ",dcat,shacl,shaclchecker_error.html
OpenData@sbb.ch,OpenData@sbb.ch,oevch,Generalabonnement und Halbtax,https://ckan.opendata.swiss/dataset/ga-hta-liste,https://data.opentransportdata.swiss/dataset/6512b6f3-280e-43f8-b459-a5b9360fad17,dct:publisher,rdfs:label Konzernstatistik SBB,Violation,"Class 'dcat:Dataset' - Property 'dct:publisher': The publisher must be provided as a foaf:Agent.
        See https://handbook.opendata.swiss/content/glossar/bibliothek/dcat-ap-ch.html#dcat-dataset-publisher
	    ",dcat,shacl,shaclchecker_error.html
OpenData@sbb.ch,OpenData@sbb.ch,oevch,Generalabonnement und Halbtax,https://ckan.opendata.swiss/dataset/ga-hta-liste,https://data.opentransportdata.swiss/dataset/6512b6f3-280e-43f8-b459-a5b9360fad17,dct:language,en,Warning,"Class 'dcat:Dataset' - Property 'dct:language': The language must be selected from the controlled vocabulary available at:
        http://publications.europa.eu/resource/authority/language.
        See https://handbook.opendata.swiss/de/content/glossar/bibliothek/dcat-ap-ch.html#dcat-dataset-language
        ",dcat,shacl,shaclchecker_error.html
OpenData@sbb.ch,OpenData@sbb.ch,oevch,Generalabonnement und Halbtax,https://ckan.opendata.swiss/dataset/ga-hta-liste,https://data.opentransportdata.swiss/dataset/6512b6f3-280e-43f8-b459-a5b9360fad17/resource/996f56c5-5147-40ff-9b38-4afe74e6d6bf,dct:format,XLS,Warning,"Class 'dcat:Distribution' - Property 'dct:format': The distribution format must be chosen from the controlled vocabulary available at:
        http://publications.europa.eu/resource/authority/file-type.
        See https://handbook.opendata.swiss/de/content/glossar/bibliothek/dcat-ap-ch.html#dct-format-dcat
        ",dcat,shacl,shaclchecker_error.html
OpenData@sbb.ch,OpenData@sbb.ch,oevch,Generalabonnement und Halbtax,https://ckan.opendata.swiss/dataset/ga-hta-liste,https://data.opentransportdata.swiss/dataset/6512b6f3-280e-43f8-b459-a5b9360fad17,dct:language,de,Warning,"Class 'dcat:Dataset' - Property 'dct:language': The language must be selected from the controlled vocabulary available at:
        http://publications.europa.eu/resource/authority/language.
        See https://handbook.opendata.swiss/de/content/glossar/bibliothek/dcat-ap-ch.html#dcat-dataset-language
        ",dcat,shacl,shaclchecker_error.html
OpenData@sbb.ch,OpenData@sbb.ch,oevch,Generalabonnement und Halbtax,https://ckan.opendata.swiss/dataset/ga-hta-liste,https://data.opentransportdata.swiss/dataset/6512b6f3-280e-43f8-b459-a5b9360fad17,dct:language,it,Warning,"Class 'dcat:Dataset' - Property 'dct:language': The language must be selected from the controlled vocabulary available at:
        http://publications.europa.eu/resource/authority/language.
        See https://handbook.opendata.swiss/de/content/glossar/bibliothek/dcat-ap-ch.html#dcat-dataset-language
        ",dcat,shacl,shaclchecker_error.html
OpenData@sbb.ch,OpenData@sbb.ch,oevch,Generalabonnement und Halbtax,https://ckan.opendata.swiss/dataset/ga-hta-liste,https://data.opentransportdata.swiss/dataset/6512b6f3-280e-43f8-b459-a5b9360fad17,dcat:theme,http://opendata.swiss/group/mobility,Warning,"Class 'dcat:Dataset' - Property 'dcat:theme': The theme must be selected from the controlled vocabulary available at:
        http://publications.europa.eu/resource/authority/data-theme.
        See https://handbook.opendata.swiss/de/content/glossar/bibliothek/dcat-ap-ch.html#dcat-theme-dcat
        ",dcat,shacl,shaclchecker_error.html
OpenData@sbb.ch,OpenData@sbb.ch,oevch,Generalabonnement und Halbtax,https://ckan.opendata.swiss/dataset/ga-hta-liste,https://data.opentransportdata.swiss/dataset/6512b6f3-280e-43f8-b459-a5b9360fad17,dct:accrualPeriodicity,freq:yearly,Warning,"Class 'dcat:Dataset' - Property 'dct:accrualPeriodicity': The frequency must be selected from the controlled vocabulary available at:
        http://publications.europa.eu/resource/authority/frequency.
        See https://handbook.opendata.swiss/content/glossar/bibliothek/dcat-ap-ch.html#dcat-dataset-accrual-periodicity
        ",dcat,shacl,shaclchecker_error.html
OpenData@sbb.ch,OpenData@sbb.ch,oevch,Generalabonnement und Halbtax,https://ckan.opendata.swiss/dataset/ga-hta-liste,https://data.opentransportdata.swiss/dataset/6512b6f3-280e-43f8-b459-a5b9360fad17,dcat:landingPage,https://data.opentransportdata.swiss/dataset/ga-hta-liste1,Warning,"Class 'dcat:Dataset' - Property 'dcat:landingPage': The landing page must be provided as an IRI.
        See https://handbook.opendata.swiss/de/content/glossar/bibliothek/dcat-ap-ch.html#dcat-landingpage-dcat
        ",dcat,shacl,shaclchecker_error.html
OpenData@sbb.ch,OpenData@sbb.ch,oevch,Generalabonnement und Halbtax,https://ckan.opendata.swiss/dataset/ga-hta-liste,https://data.opentransportdata.swiss/dataset/6512b6f3-280e-43f8-b459-a5b9360fad17/resource/996f56c5-5147-40ff-9b38-4afe74e6d6bf,dct:issued,,Violation,"Class 'dcat:Distribution' - Property 'dct:issued': Please provide an issued date for the distribution.
         See https://handbook.opendata.swiss/de/content/glossar/bibliothek/dcat-ap-ch.html#dcat-distribution-issued
         ",dcat,shacl,shaclchecker_error.html
OpenData@sbb.ch,OpenData@sbb.ch,oevch,Generalabonnement und Halbtax,https://ckan.opendata.swiss/dataset/ga-hta-liste,https://data.opentransportdata.swiss/dataset/6512b6f3-280e-43f8-b459-a5b9360fad17/resource/996f56c5-5147-40ff-9b38-4afe74e6d6bf,dct:rights,NonCommercialAllowed-CommercialAllowed-ReferenceRequired,Warning,"Class 'dcat:Distribution' - Property '​dct:rights': The terms of use should now be provided under dct:license.
        The dct:rights property may only be used to specify one of the following three Creative Commons (CC) licenses:
	https://creativecommons.org/publicdomain/zero/1.0/,
	https://creativecommons.org/licenses/by/4.0/ or https://creativecommons.org/licenses/by-sa/4.0/.      
        See https://handbook.opendata.swiss/de/content/glossar/bibliothek/dcat-ap-ch.html#dct-rights-dcat
        ",dcat,shacl,shaclchecker_error.html
